category_list,market,funding_total_usd,status,country_code,funding_rounds,founded_at,first_funding_at,last_funding_at,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,product_crowdfunding,market_missing,category_missing,country_missing,Startup_age,days_to_funding,funding_duration_days,funding_per_round,single_funding_event,funding_stage_reached,has_institutional_vc
|Restaurants|Social Media|Hospitality|, Social Media ,,operating,GBR,2.0,2010-04-28,2011-07-11,2012-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,439.0,322.0,,0,0,0
|Real Estate|, Real Estate ,,operating,USA,1.0,2013-01-15,2013-11-02,2013-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,291.0,0.0,,1,0,0
|Curated Web|, Curated Web ,3000000.0,operating,USA,2.0,2013-06-01,2013-12-19,2014-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,201.0,152.0,1500000.0,0,1,0
|Communities|Project Management|Local Businesses|Professional Services|Home & Garden|Local|Curated Web|, Communities ,149996.0,operating,USA,1.0,2010-06-01,2012-03-14,2012-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,652.0,0.0,149996.0,1,1,0
|Search|Photo Sharing|Social Media|Social Network Media|Real Estate|Curated Web|, Search ,3550000.0,operating,USA,4.0,2011-03-01,2012-02-08,2014-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,344.0,902.0,887500.0,0,2,1
|Technology|Consumers|Clean Technology|, Clean Technology ,1000000.0,operating,missing,1.0,2013-11-01,2014-05-21,2014-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,13.0,201.0,0.0,1000000.0,1,1,0
|Advertising|, Advertising ,3500000.0,operating,USA,2.0,2007-01-01,2014-09-12,2014-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.0,2811.0,48.0,1750000.0,0,2,1
|Real Estate|, Real Estate ,250000.0,operating,USA,1.0,2013-01-01,2013-09-16,2013-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,258.0,0.0,250000.0,1,1,0
|Social Media|Hospitality|Social Commerce|Mobile Payments|Mobile|, Hospitality ,1157500.0,operating,USA,6.0,2011-06-01,2012-11-01,2014-09-25,0.0,0.0,0.0,355000.0,0.0,0.0,0.0,0,0,0,15.0,519.0,693.0,192916.66666666666,0,1,0
|Startups|Technology|Internet|Privacy|Real Estate|Online Rental|Travel|, Technology ,59700000.0,operating,GBR,3.0,2010-01-01,2011-04-05,2012-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,459.0,553.0,19900000.0,0,3,1
|Real Estate|, Real Estate ,139500000.0,operating,IND,4.0,2012-06-07,2013-06-04,2014-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,362.0,533.0,34875000.0,0,1,1
|Health Care|, Health Care ,2200000.0,operating,USA,1.0,,2012-03-06,2012-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,2200000.0,1,2,1
|Health and Wellness|, Health and Wellness ,400000.0,operating,USA,1.0,2011-01-01,2011-06-03,2011-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,153.0,0.0,400000.0,1,0,1
|Brokers|Rental Housing|Commercial Real Estate|Real Estate|, Rental Housing ,300000.0,operating,missing,1.0,2013-10-18,2014-04-01,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,13.0,165.0,0.0,300000.0,1,1,0
|Home Renovation|Design|Curated Web|, Curated Web ,213600000.0,operating,USA,4.0,2009-01-01,2010-11-11,2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,679.0,1420.0,53400000.0,0,3,1
|Marketplaces|Online Travel|Startups|Travel|Adventure Travel|Hospitality|Travel & Tourism|, Startups ,1200000.0,operating,USA,1.0,2014-03-01,2014-08-14,2014-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12.0,166.0,0.0,1200000.0,1,2,1
|Maps|Software|, Maps ,11300000.0,,USA,3.0,2011-03-15,2012-12-01,2013-11-20,0.0,0.0,5200000.0,0.0,0.0,0.0,0.0,0,0,0,15.0,627.0,354.0,3766666.6666666665,0,2,1
|Consumer Electronics|Marketplaces|Hardware + Software|, Hardware + Software ,220000.0,operating,missing,2.0,2012-01-31,2012-03-20,2014-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,14.0,49.0,705.0,110000.0,0,3,1
|Automotive|, Automotive ,,operating,USA,1.0,2014-06-23,2014-07-02,2014-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12.0,9.0,0.0,,1,0,0
|Restaurants|, Restaurants ,1000000.0,operating,USA,1.0,,2013-07-03,2013-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,1000000.0,1,2,1
|Online Dating|Curated Web|, Curated Web ,22300000.0,operating,USA,3.0,2009-11-01,2010-09-01,2013-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,304.0,1120.0,7433333.333333333,0,3,1
|Finance|, Finance ,4714510.0,operating,CHN,2.0,2007-07-01,2012-06-01,2013-12-01,0.0,4714510.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.0,1797.0,548.0,2357255.0,0,0,0
|Photography|, Photography ,11000000.0,operating,USA,3.0,2008-02-06,2008-02-01,2009-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,18.0,0.0,612.0,3666666.6666666665,0,3,1
|Mobile|, Mobile ,,operating,DEU,1.0,,2012-10-31,2012-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,,1,0,0
|Food Processing|, Food Processing ,2000000.0,operating,USA,1.0,2006-01-01,2014-09-17,2014-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.0,3181.0,0.0,2000000.0,1,1,0
|Big Data|Advertising Platforms|Retail|, Big Data ,200000.0,operating,missing,1.0,2014-06-01,2014-11-01,2014-11-01,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0,0,1,12.0,153.0,0.0,200000.0,1,0,0
|Browser Extensions|Curated Web|, Browser Extensions ,300000.0,operating,USA,1.0,2008-04-20,2010-07-14,2010-07-14,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,0,0,0,18.0,815.0,0.0,300000.0,1,0,0
|Curated Web|, Curated Web ,75000000.0,acquired,USA,1.0,1999-01-01,2007-04-11,2007-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,27.0,3022.0,0.0,75000000.0,1,0,0
|Enterprise Software|, Enterprise Software ,40000000.0,closed,USA,1.0,2005-01-01,2010-10-12,2010-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,21.0,2110.0,0.0,40000000.0,1,3,1
|Software|, Software ,40000.0,operating,CHL,1.0,2010-01-01,2012-02-09,2012-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,769.0,0.0,40000.0,1,1,0
|Oil and Gas|, Oil and Gas ,,operating,CAN,1.0,,2013-01-24,2013-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,,1,0,0
|Hotels|Hospitality|, Hotels ,,operating,DEU,1.0,2013-01-01,2013-05-24,2013-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,143.0,0.0,,1,0,0
|Enterprise Software|Human Resources|SaaS|, Human Resources ,500000.0,operating,USA,2.0,2000-01-01,2013-11-01,2014-10-07,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0,0,0,26.0,5053.0,340.0,250000.0,0,0,0
|Biotechnology|, Biotechnology ,8551655.0,operating,USA,1.0,2007-01-01,2009-03-16,2009-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.0,805.0,0.0,8551655.0,1,0,1
|Analytics|, Analytics ,1000000.0,acquired,USA,1.0,,2013-02-14,2013-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,1000000.0,1,1,0
|K-12 Education|Education|, K-12 Education ,18000.0,operating,USA,1.0,2013-04-01,2014-02-10,2014-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,315.0,0.0,18000.0,1,1,0
|Fashion|, Fashion ,10000000.0,operating,CHN,1.0,2008-01-01,2011-04-01,2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,18.0,1186.0,0.0,10000000.0,1,2,1
|Hospitality|, Hospitality ,500000.0,operating,BRA,1.0,2012-07-03,2012-07-03,2012-07-03,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0,0,0,14.0,0.0,0.0,500000.0,1,0,0
|Biotechnology|, Biotechnology ,47232377.0,operating,USA,5.0,1997-01-01,2011-02-24,2014-08-29,0.0,0.0,0.0,16000000.0,0.0,0.0,0.0,0,0,0,29.0,5167.0,1282.0,9446475.4,0,0,1
|Enterprise Software|, Enterprise Software ,,operating,USA,2.0,1996-01-01,2001-12-31,2006-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,30.0,2191.0,1596.0,,0,0,0
|Finance|Fashion|, Fashion ,55000000.0,operating,CHN,2.0,2006-07-01,2007-10-01,2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.0,457.0,0.0,27500000.0,1,0,1
|Software|, Software ,,operating,CHN,1.0,2002-03-01,2012-09-01,2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,24.0,3837.0,0.0,,1,0,0
|Mobile|, Mobile ,,operating,CHN,1.0,,2011-12-01,2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,,1,0,0
|Biotechnology|, Biotechnology ,2929687.0,operating,CHN,2.0,2006-01-01,2009-01-01,2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.0,1096.0,334.0,1464843.5,0,2,1
|Games|, Games ,1800000.0,operating,CHN,1.0,,2007-04-01,2007-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,1800000.0,1,0,1
|Clean Technology|, Clean Technology ,,operating,CHN,1.0,2002-11-01,2011-06-01,2011-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,24.0,3134.0,0.0,,1,0,0
|E-Commerce|, E-Commerce ,,operating,missing,1.0,2010-06-01,2011-12-01,2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,16.0,548.0,0.0,,1,0,0
|Manufacturing|, Manufacturing ,,operating,CHN,1.0,1993-01-01,2009-11-01,2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,33.0,6148.0,0.0,,1,0,0
|Distributors|Consumer Goods|, Distributors ,106000000.0,operating,CHN,1.0,2004-01-01,2014-07-02,2014-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,22.0,3835.0,0.0,106000000.0,1,0,1
|Semiconductors|, Semiconductors ,10000000.0,operating,CHN,1.0,,2007-10-01,2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,10000000.0,1,2,1
|Education|, Education ,8094638.0,operating,CHN,2.0,,2010-03-01,2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,184.0,4047319.0,0,3,1
|Entertainment|, Entertainment ,69337442.0,operating,CHN,1.0,1994-01-01,2011-05-01,2011-05-01,0.0,69337442.0,0.0,0.0,0.0,0.0,0.0,0,0,0,32.0,6329.0,0.0,69337442.0,1,0,0
missing,missing,16300000.0,operating,IDN,1.0,,2014-10-20,2014-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,,,0.0,16300000.0,1,2,1
|Curated Web|, Curated Web ,,operating,CHN,1.0,2006-01-01,2010-11-01,2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.0,1765.0,0.0,,1,0,0
|Software|, Software ,3100000.0,operating,CAN,1.0,2012-01-01,2014-03-01,2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,790.0,0.0,3100000.0,1,1,0
|Biotechnology|, Biotechnology ,1150000.0,operating,USA,4.0,2011-01-01,2012-06-01,2014-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,517.0,642.0,287500.0,0,1,0
|Enterprise Software|, Enterprise Software ,100000.0,operating,AUS,1.0,2011-06-30,2011-10-01,2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,93.0,0.0,100000.0,1,1,0
missing,missing,,operating,missing,1.0,,2014-01-09,2014-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,0.0,,1,0,0
|Social Fundraising|Education|Crowdfunding|, Crowdfunding ,1104282.0,operating,missing,4.0,2011-01-01,2013-05-01,2014-10-15,1010143.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,15.0,851.0,532.0,276070.5,0,1,0
|Shopping|Online Shopping|E-Commerce|Marketplaces|Groceries|Local|, Local ,3398489.0,operating,GBR,1.0,2010-01-01,2014-06-19,2014-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,1630.0,0.0,3398489.0,1,2,1
|News|Messaging|Video Streaming|File Sharing|Music|Audio|Broadcasting|Social Media|, News ,300000.0,operating,AUT,1.0,2011-01-01,2011-10-07,2011-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,279.0,0.0,300000.0,1,1,0
|Curated Web|, Curated Web ,750000.0,closed,USA,1.0,2007-03-01,2007-03-01,2007-03-01,0.0,0.0,0.0,0.0,750000.0,0.0,0.0,0,0,0,19.0,0.0,0.0,750000.0,1,0,0
|Enterprise Software|, Enterprise Software ,12400000.0,operating,USA,2.0,2007-01-01,2007-11-01,2012-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.0,304.0,1793.0,6200000.0,0,3,1
|Messaging|, Messaging ,,closed,USA,1.0,,2012-08-01,2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,,1,0,0
|Manufacturing|, Manufacturing ,3918495.0,operating,CHN,1.0,2003-01-01,2011-09-01,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,23.0,3165.0,0.0,3918495.0,1,2,1
missing,missing,,operating,NLD,1.0,2010-01-01,2014-01-08,2014-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,16.0,1468.0,0.0,,1,0,0
|Social Media|Social Media Platforms|Social Network Media|, Social Network Media ,1864750.0,operating,USA,1.0,,2013-09-25,2013-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,1864750.0,1,1,0
|Social Media|Productivity Software|Task Management|Software|, Software ,112500.0,closed,USA,1.0,2011-01-01,2011-03-07,2011-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,65.0,0.0,112500.0,1,1,0
|Internet Marketing|Software|, Internet Marketing ,150000.0,operating,USA,2.0,2012-06-22,2013-06-12,2013-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,355.0,43.0,75000.0,0,1,0
|Social Media Marketing|Social Media|, Social Media Marketing ,,operating,USA,1.0,2014-01-01,2014-02-01,2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12.0,31.0,0.0,,1,0,0
|Crowdsourcing|Journalism|Curated Web|, Curated Web ,8000000.0,operating,USA,2.0,2006-08-05,2007-08-05,2008-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.0,365.0,211.0,4000000.0,0,3,1
|Enterprises|Enterprise Software|, Enterprise Software ,2000000.0,operating,CHN,3.0,,2008-10-01,2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,822.0,666666.6666666666,0,2,1
|Machine Learning|Travel|Analytics|, Machine Learning ,350000.0,operating,missing,2.0,2012-09-01,2012-09-01,2013-06-17,0.0,0.0,0.0,0.0,350000.0,0.0,0.0,0,0,1,14.0,0.0,289.0,175000.0,0,0,0
|Software|, Software ,13000000.0,acquired,USA,1.0,2000-01-01,2005-10-14,2005-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,26.0,2113.0,0.0,13000000.0,1,0,1
|Enterprise Software|, Enterprise Software ,1434300.0,closed,GBR,1.0,2007-06-01,2009-12-17,2009-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.0,930.0,0.0,1434300.0,1,2,1
|Lead Generation|Software|, Software ,100500000.0,operating,USA,6.0,2006-06-09,2006-05-01,2012-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.0,0.0,2385.0,16750000.0,0,3,1
|E-Commerce|, E-Commerce ,13500000.0,operating,USA,2.0,,2014-02-20,2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,223.0,6750000.0,0,3,1
|Technology|Sustainability|Collaboration|Communities|Networking|Small and Medium Businesses|Office Space|Events|Shared Services|Coworking|Entrepreneur|Startups|, Shared Services ,75596.0,operating,GBR,1.0,2013-11-01,2013-03-01,2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,0.0,0.0,75596.0,1,1,0
|Web Development|Internet|Document Management|Project Management|Collaboration|Enterprise Software|, Collaboration ,38200000.0,operating,USA,3.0,2006-11-01,2007-11-13,2012-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.0,377.0,1654.0,12733333.333333334,0,3,1
missing,missing,105000.0,operating,USA,1.0,2013-03-01,2014-06-23,2014-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,13.0,479.0,0.0,105000.0,1,1,0
|Business Productivity|Business Services|Subscription Businesses|Employer Benefits Programs|Small and Medium Businesses|, Employer Benefits Programs ,571740.0,operating,GBR,1.0,2010-08-24,2011-04-11,2011-04-11,0.0,0.0,0.0,0.0,571740.0,0.0,0.0,0,0,0,16.0,230.0,0.0,571740.0,1,0,0
|Mobile|Advertising|Shopping|Forums|Curated Web|, Advertising ,22750000.0,acquired,USA,3.0,2007-04-01,2008-05-01,2011-01-01,0.0,0.0,0.0,0.0,750000.0,0.0,0.0,0,0,0,19.0,396.0,975.0,7583333.333333333,0,3,1
|Consulting|, Consulting ,,operating,USA,1.0,2010-09-01,2010-08-31,2010-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,0.0,0.0,,1,0,0
|Video|Sports|Software|, Software ,1350000.0,operating,USA,1.0,2006-05-05,2010-01-22,2010-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.0,1358.0,0.0,1350000.0,1,0,1
|Curated Web|, Curated Web ,56821.0,operating,GBR,1.0,,2013-08-21,2013-08-21,0.0,0.0,0.0,0.0,0.0,0.0,56821.0,0,0,0,,,0.0,56821.0,1,0,0
|Curated Web|, Curated Web ,600000.0,closed,USA,1.0,2009-11-01,2010-09-01,2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,304.0,0.0,600000.0,1,1,0
|Photo Sharing|E-Commerce|, E-Commerce ,2912423.0,operating,missing,1.0,2010-11-01,2010-06-01,2010-06-01,0.0,2912423.0,0.0,0.0,0.0,0.0,0.0,0,0,1,16.0,0.0,0.0,2912423.0,1,0,0
|Mobile|, Mobile ,67255150.0,acquired,USA,3.0,2007-01-01,2010-05-20,2011-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.0,1235.0,518.0,22418383.333333332,0,0,1
|Manufacturing|, Manufacturing ,4820000.0,operating,USA,3.0,2006-01-01,2010-04-26,2011-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.0,1576.0,395.0,1606666.6666666667,0,0,1
|E-Commerce|, E-Commerce ,,operating,CHN,1.0,2008-01-01,2011-12-01,2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,18.0,1430.0,0.0,,1,0,0
|Online Reservations|, Online Reservations ,,operating,CHN,1.0,,2014-08-21,2014-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,,1,0,0
|Manufacturing|, Manufacturing ,273417808.0,operating,CHN,2.0,,2006-12-01,2010-07-01,0.0,259417808.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,1308.0,136708904.0,0,2,1
|Web Tools|Mobile|SEO|Internet Marketing|Internet|Software|, Internet Marketing ,25000.0,closed,PAK,1.0,2006-01-10,2008-05-15,2008-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.0,856.0,0.0,25000.0,1,0,1
|E-Commerce|Retail|Fashion|Curated Web|, Curated Web ,4500000.0,closed,USA,3.0,2012-04-01,2012-11-14,2014-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,227.0,483.0,1500000.0,0,1,0
|Consumers|Internet|Events|Women|Parenting|Local|Curated Web|, Consumers ,500000.0,operating,USA,1.0,2010-05-01,2013-05-22,2013-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,1117.0,0.0,500000.0,1,1,0
|Finance|Open Source|Curated Web|, Finance ,,operating,USA,1.0,2012-06-30,2013-05-13,2013-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,317.0,0.0,,1,0,0
|Kids|Digital Media|Mobile|Education|, Education ,1800000.0,operating,USA,1.0,2012-04-01,2013-05-31,2013-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,425.0,0.0,1800000.0,1,1,0
|Entertainment|Television|Office Space|Content|Video|Games|, Entertainment ,100000000.0,operating,USA,2.0,2007-03-01,2007-08-01,2009-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.0,153.0,638.0,50000000.0,0,2,1
|Messaging|, Messaging ,,operating,missing,1.0,,2013-03-01,2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,,,0.0,,1,0,0
|Biotechnology|, Biotechnology ,37262373.0,operating,USA,1.0,2004-01-01,2014-01-21,2014-01-21,0.0,0.0,0.0,37262373.0,0.0,0.0,0.0,0,0,0,22.0,3673.0,0.0,37262373.0,1,0,0
|Software|, Software ,10600000.0,operating,CAN,1.0,2002-01-01,2006-10-10,2006-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,24.0,1743.0,0.0,10600000.0,1,0,1
|Mobile Advertising|Startups|Mobile|, Mobile ,1225000.0,acquired,USA,2.0,2012-02-01,2012-12-03,2013-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,306.0,107.0,612500.0,0,2,1
|Medical|, Medical ,,operating,USA,1.0,2010-03-01,2013-01-09,2013-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,1045.0,0.0,,1,0,0
|Politics|, Politics ,5300000.0,operating,USA,1.0,1989-01-01,2013-08-13,2013-08-13,0.0,0.0,0.0,0.0,0.0,5300000.0,0.0,0,0,0,37.0,8990.0,0.0,5300000.0,1,0,0
|Health and Wellness|, Health and Wellness ,70000000.0,operating,USA,1.0,2013-01-01,2014-03-04,2014-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,427.0,0.0,70000000.0,1,2,1
|Curated Web|, Curated Web ,50000.0,closed,USA,1.0,2007-01-01,2010-05-06,2010-05-06,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0,0,0,19.0,1221.0,0.0,50000.0,1,0,0
|Software|, Software ,350000.0,operating,USA,1.0,2010-03-05,2013-03-29,2013-03-29,350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,1120.0,0.0,350000.0,1,0,0
|Developer APIs|Software|, Software ,,operating,USA,1.0,2013-04-01,2013-05-01,2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,30.0,0.0,,1,0,0
|Biotechnology|, Biotechnology ,400000.0,operating,USA,1.0,2010-01-01,2012-12-30,2012-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,1094.0,0.0,400000.0,1,1,0
|Proximity Internet|Developer APIs|iOS|Real Time|Networking|Apps|iPhone|Android|Mobile|Location Based Services|Social Search|Social Media|, Location Based Services ,470000.0,operating,missing,2.0,2011-03-01,2011-03-01,2011-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,15.0,0.0,92.0,235000.0,0,1,0
|Biotechnology|, Biotechnology ,75000.0,operating,USA,1.0,,2013-05-15,2013-05-15,0.0,0.0,0.0,75000.0,0.0,0.0,0.0,0,0,0,,,0.0,75000.0,1,0,0
|Speech Recognition|Web Development|SEO|Video|Social Media|Software|, Video ,1100000.0,acquired,USA,2.0,2008-10-01,2010-06-01,2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,18.0,608.0,183.0,550000.0,0,1,0
|SaaS|Mobile Commerce|Mobile|, Mobile Commerce ,350000.0,operating,USA,2.0,2013-01-01,2014-01-30,2014-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,394.0,43.0,175000.0,0,1,0
|Software|, Software ,,operating,USA,1.0,2007-01-01,2007-01-01,2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.0,0.0,0.0,,1,0,0
|Games|Digital Media|Nonprofits|, Digital Media ,4480000.0,operating,USA,1.0,2010-03-01,2011-04-21,2011-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,416.0,0.0,4480000.0,1,0,1
|VoIP|Telecommunications|Analytics|, Analytics ,,operating,ISR,1.0,2010-04-01,2010-01-01,2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,0.0,0.0,,1,0,0
|Health and Wellness|, Health and Wellness ,63000000.0,acquired,USA,3.0,1979-01-01,2009-10-01,2012-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,47.0,11231.0,928.0,21000000.0,0,2,1
|Biotechnology|, Biotechnology ,7846067.0,operating,DEU,2.0,,2011-10-12,2014-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,1125.0,3923033.5,0,0,1
|Medical|, Medical ,,operating,USA,1.0,2014-05-15,2014-05-15,2014-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12.0,0.0,0.0,,1,0,0
|Organic Food|Clean Technology|Farming|Aquaculture|, Organic Food ,750000.0,operating,USA,1.0,2013-01-01,2014-01-01,2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,365.0,0.0,750000.0,1,1,0
|Design|, Design ,,operating,CHN,1.0,2003-01-01,2011-11-01,2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,23.0,3226.0,0.0,,1,0,0
|Local|Curated Web|, Local ,19200000.0,acquired,USA,3.0,2007-09-01,2007-11-01,2010-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.0,61.0,862.0,6400000.0,0,3,1
|Mobile|, Mobile ,50000.0,operating,missing,1.0,2012-08-27,2013-01-01,2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,14.0,127.0,0.0,50000.0,1,1,0
